Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"Floyd, Texas, US",United States,Texas,Floyd,US,USA,48153,34.07227468,-101.3031546,5712
"Leon, Texas, US",United States,Texas,Leon,US,USA,48289,31.29872538,-95.9936328,17404
"Baltimore City, Maryland, US",United States,Maryland,Baltimore City,US,USA,24510,39.30211911,-76.61151012,593490
"Boone, Kentucky, US",United States,Kentucky,Boone,US,USA,21015,38.97065142,-84.72615357,133581
"Limestone, Texas, US",United States,Texas,Limestone,US,USA,48293,31.5454767,-96.58095444,23437
"Marshall, Minnesota, US",United States,Minnesota,Marshall,US,USA,27089,48.35825983,-96.37017407,9336
"Jessamine, Kentucky, US",United States,Kentucky,Jessamine,US,USA,21113,37.87119786,-84.58252003,54115
"Franklin, Louisiana, US",United States,Louisiana,Franklin,US,USA,22041,32.13675181,-91.67589857,20015
"Weld, Colorado, US",United States,Colorado,Weld,US,USA,8123,40.55499405,-104.3929621,324492
"Ashley, Arkansas, US",United States,Arkansas,Ashley,US,USA,5003,33.19153461,-91.7698471,19657
"Pawnee, Oklahoma, US",United States,Oklahoma,Pawnee,US,USA,40117,36.31743373,-96.7033176,16376
"Clay, Tennessee, US",United States,Tennessee,Clay,US,USA,47027,36.55151008,-85.53930419,7615
"Ripley, Missouri, US",United States,Missouri,Ripley,US,USA,29181,36.65460667,-90.85990261,13288
"Volusia, Florida, US",United States,Florida,Volusia,US,USA,12127,29.05858895,-81.18263252,553284
"Otero, New Mexico, US",United States,New Mexico,Otero,US,USA,35035,32.61348406,-105.7417604,67490
"Hughes, South Dakota, US",United States,South Dakota,Hughes,US,USA,46065,44.39091534,-99.99661148,17526
"St. Johns, Florida, US",United States,Florida,St. Johns,US,USA,12109,29.90096506,-81.43589967,264672
"Miller, Arkansas, US",United States,Arkansas,Miller,US,USA,5091,33.31403423,-93.89285258,43257
"Kent, Maryland, US",United States,Maryland,Kent,US,USA,24029,39.24976208,-76.04741541,19422
"Wyandotte, Kansas, US",United States,Kansas,Wyandotte,US,USA,20209,39.11727348,-94.76378225,165429
"Vernon, Louisiana, US",United States,Louisiana,Vernon,US,USA,22115,31.10884837,-93.18153838,47429
"Stewart, Georgia, US",United States,Georgia,Stewart,US,USA,13259,32.07996777,-84.83208037,6621
"Randolph, Georgia, US",United States,Georgia,Randolph,US,USA,13243,31.76622818,-84.75732369,6778
"Randolph, North Carolina, US",United States,North Carolina,Randolph,US,USA,37151,35.71015088,-79.80570339,143667
"Delaware, Oklahoma, US",United States,Oklahoma,Delaware,US,USA,40041,36.40823634,-94.80325046,43009
"Monona, Iowa, US",United States,Iowa,Monona,US,USA,19133,42.05220391,-95.95743843,8615
"Delaware, Ohio, US",United States,Ohio,Delaware,US,USA,39041,40.27942393,-83.00457058,209177
"Franklin, Georgia, US",United States,Georgia,Franklin,US,USA,13119,34.37525597,-83.23159927,23349
"Stafford, Virginia, US",United States,Virginia,Stafford,US,USA,51179,38.41758738,-77.45917053,152882
"Galax, Virginia, US",United States,Virginia,Galax,US,USA,51640,36.66601852,-80.91703124,6347
"Monongalia, West Virginia, US",United States,West Virginia,Monongalia,US,USA,54061,39.63218457,-80.04766838,105612
"Clinton, Missouri, US",United States,Missouri,Clinton,US,USA,29049,39.6013098,-94.40465394,20387
"Atoka, Oklahoma, US",United States,Oklahoma,Atoka,US,USA,40005,34.37366573,-96.03802487,13758
"Brevard, Florida, US",United States,Florida,Brevard,US,USA,12009,28.29409504,-80.73091022,601942
"Pierce, Washington, US",United States,Washington,Pierce,US,USA,53053,47.03892768,-122.1405958,904980
"Allen, Louisiana, US",United States,Louisiana,Allen,US,USA,22003,30.65385745,-92.82442028,25627
"Concho, Texas, US",United States,Texas,Concho,US,USA,48095,31.32635934,-99.86473038,2726
"Buena Vista, Iowa, US",United States,Iowa,Buena Vista,US,USA,19021,42.73545875,-95.15100162,19620
"Hinds, Mississippi, US",United States,Mississippi,Hinds,US,USA,28049,32.2656285,-90.44435448,231840
"Cumberland, North Carolina, US",United States,North Carolina,Cumberland,US,USA,37051,35.04762133,-78.82623165,335509
"Hoke, North Carolina, US",United States,North Carolina,Hoke,US,USA,37093,35.01888303,-79.23651674,55234
"Monmouth, New Jersey, US",United States,New Jersey,Monmouth,US,USA,34025,40.26549699,-74.22240686,618795
"Lee, Illinois, US",United States,Illinois,Lee,US,USA,17103,41.74583951,-89.29977132,34096
"Accomack, Virginia, US",United States,Virginia,Accomack,US,USA,51001,37.76707161,-75.63234615,32316
"Hernando, Florida, US",United States,Florida,Hernando,US,USA,12053,28.55364461,-82.42700204,193920
"McIntosh, North Dakota, US",United States,North Dakota,McIntosh,US,USA,38051,46.11182017,-99.44145858,2497
"Calhoun, Georgia, US",United States,Georgia,Calhoun,US,USA,13037,31.53169785,-84.62725131,6189
"Spink, South Dakota, US",United States,South Dakota,Spink,US,USA,46115,44.93837606,-98.34626602,6376
"Osceola, Iowa, US",United States,Iowa,Osceola,US,USA,19143,43.37824276,-95.62422844,5958
"Collier, Florida, US",United States,Florida,Collier,US,USA,12021,26.11091986,-81.34687065,384902
"Broomfield, Colorado, US",United States,Colorado,Broomfield,US,USA,8014,39.95998787,-105.0566324,70465
"Montgomery, New York, US",United States,New York,Montgomery,US,USA,36057,42.90123494,-74.44011632,49221
"Webster, Nebraska, US",United States,Nebraska,Webster,US,USA,31181,40.17642643,-98.50019851,3487
"Oakland, Michigan, US",United States,Michigan,Oakland,US,USA,26125,42.66090111,-83.38595416,1257584
"Crawford, Iowa, US",United States,Iowa,Crawford,US,USA,19047,42.03718237,-95.3819718,16820
"Knox, Nebraska, US",United States,Nebraska,Knox,US,USA,31107,42.63758421,-97.89178836,8332
"Jackson, Oklahoma, US",United States,Oklahoma,Jackson,US,USA,40065,34.58781741,-99.41138784,24530
"Lenawee, Michigan, US",United States,Michigan,Lenawee,US,USA,26091,41.89475156,-84.06603727,98451
"Richmond, New York, US",United States,New York,Richmond,US,USA,36085,40.58582155,-74.14808598,476143
"Glenn, California, US",United States,California,Glenn,US,USA,6021,39.59875897,-122.3938452,28393
"Suwannee, Florida, US",United States,Florida,Suwannee,US,USA,12121,30.19746066,-82.9909967,44417
"Hamblen, Tennessee, US",United States,Tennessee,Hamblen,US,USA,47063,36.21990035,-83.26586179,64934
"Dubois, Indiana, US",United States,Indiana,Dubois,US,USA,18037,38.36597551,-86.8792417,42736
"Grant, Oregon, US",United States,Oregon,Grant,US,USA,41023,44.49024544,-119.0068631,7199
"Genesee, New York, US",United States,New York,Genesee,US,USA,36037,43.0022601,-78.19135193,57280
"Crawford, Arkansas, US",United States,Arkansas,Crawford,US,USA,5033,35.58928601,-94.2446814,63257
"Russell, Virginia, US",United States,Virginia,Russell,US,USA,51167,36.9302832,-82.10095486,26586
"Bourbon, Kentucky, US",United States,Kentucky,Bourbon,US,USA,21017,38.2054607,-84.21827874,19788
"Jim Hogg, Texas, US",United States,Texas,Jim Hogg,US,USA,48247,27.04453923,-98.6968187,5200
"Emporia, Virginia, US",United States,Virginia,Emporia,US,USA,51595,36.69455571,-77.53406129,5346
"Love, Oklahoma, US",United States,Oklahoma,Love,US,USA,40085,33.95273467,-97.23906784,10253
"Washburn, Wisconsin, US",United States,Wisconsin,Washburn,US,USA,55129,45.89838588,-91.79050449,15720
"Little River, Arkansas, US",United States,Arkansas,Little River,US,USA,5081,33.70375665,-94.23468591,12259
"Cherokee, North Carolina, US",United States,North Carolina,Cherokee,US,USA,37039,35.1349263,-84.05970864,28612
"Seward, Nebraska, US",United States,Nebraska,Seward,US,USA,31159,40.87241834,-97.139673,17284
"Marshall, Alabama, US",United States,Alabama,Marshall,US,USA,1095,34.36975964,-86.30486727,96774
"Ness, Kansas, US",United States,Kansas,Ness,US,USA,20135,38.47974157,-99.91547333,2750
"Trego, Kansas, US",United States,Kansas,Trego,US,USA,20195,38.91467218,-99.87284448,2803
"Salt Lake, Utah, US",United States,Utah,Salt Lake,US,USA,49035,40.66616532,-111.9216011,1160437
"Montgomery, Missouri, US",United States,Missouri,Montgomery,US,USA,29139,38.94022054,-91.47000721,11551
"Orange, Florida, US",United States,Florida,Orange,US,USA,12095,28.51367621,-81.31799498,1393452
"Bath, Kentucky, US",United States,Kentucky,Bath,US,USA,21011,38.14735938,-83.74588932,12500
"Anderson, South Carolina, US",United States,South Carolina,Anderson,US,USA,45007,34.51828081,-82.63959517,202558
"Pasco, Florida, US",United States,Florida,Pasco,US,USA,12101,28.30810945,-82.40227529,553947
"Wilson, Tennessee, US",United States,Tennessee,Wilson,US,USA,47189,36.15496772,-86.29775884,144657
"Tooele, Utah, US",United States,Utah,Tooele,US,USA,49045,40.44862644,-113.1295715,72259
"Gosper, Nebraska, US",United States,Nebraska,Gosper,US,USA,31073,40.51481965,-99.83020279,1990
"Walker, Georgia, US",United States,Georgia,Walker,US,USA,13295,34.73376362,-85.30165174,69761
"Graves, Kentucky, US",United States,Kentucky,Graves,US,USA,21083,36.72292505,-88.65143315,37266
"Cleburne, Alabama, US",United States,Alabama,Cleburne,US,USA,1029,33.67679204,-85.52005899,14910
"Wood, Wisconsin, US",United States,Wisconsin,Wood,US,USA,55141,44.45537896,-90.04158336,72999
"Washington, Vermont, US",United States,Vermont,Washington,US,USA,50023,44.27343241,-72.61604978,58409
"Haskell, Oklahoma, US",United States,Oklahoma,Haskell,US,USA,40061,35.222576,-95.11513306,12627
"Lincoln, South Dakota, US",United States,South Dakota,Lincoln,US,USA,46083,43.27841182,-96.7203905,61128
"Adair, Kentucky, US",United States,Kentucky,Adair,US,USA,21001,37.10459774,-85.28129668,19202
"Jackson, Alabama, US",United States,Alabama,Jackson,US,USA,1071,34.78144169,-85.99750489,51626
"Lafayette, Louisiana, US",United States,Louisiana,Lafayette,US,USA,22055,30.2049055,-92.06959876,244390
"St. Bernard, Louisiana, US",United States,Louisiana,St. Bernard,US,USA,22087,29.87761636,-89.51887093,47244
"Frederick, Maryland, US",United States,Maryland,Frederick,US,USA,24021,39.47296601,-77.39999394,259547
"Lee, North Carolina, US",United States,North Carolina,Lee,US,USA,37105,35.47623147,-79.17569362,61779
"Clay, Georgia, US",United States,Georgia,Clay,US,USA,13061,31.62221166,-84.97713865,2834
"Ozaukee, Wisconsin, US",United States,Wisconsin,Ozaukee,US,USA,55089,43.38352225,-87.94625009,89221
"Lincoln, North Carolina, US",United States,North Carolina,Lincoln,US,USA,37109,35.48508185,-81.21740317,86111
"Craig, Virginia, US",United States,Virginia,Craig,US,USA,51045,37.48133648,-80.21072274,5131
"Stevens, Kansas, US",United States,Kansas,Stevens,US,USA,20189,37.1923008,-101.3118967,5485
"San Juan, New Mexico, US",United States,New Mexico,San Juan,US,USA,35045,36.50838318,-108.320437,123958
"Sully, South Dakota, US",United States,South Dakota,Sully,US,USA,46119,44.71571812,-100.1278092,1391
"Graham, North Carolina, US",United States,North Carolina,Graham,US,USA,37075,35.3506925,-83.83369267,8441
"Macon, Georgia, US",United States,Georgia,Macon,US,USA,13193,32.35207048,-84.04234127,12947
"Fremont, Wyoming, US",United States,Wyoming,Fremont,US,USA,56013,43.04183996,-108.6296893,39261
"Wythe, Virginia, US",United States,Virginia,Wythe,US,USA,51197,36.91582035,-81.07834059,28684
"Lake, South Dakota, US",United States,South Dakota,Lake,US,USA,46079,44.02193107,-97.12926365,12797
"Dickenson, Virginia, US",United States,Virginia,Dickenson,US,USA,51051,37.12560977,-82.35124171,14318
"Armstrong, Texas, US",United States,Texas,Armstrong,US,USA,48011,34.96507426,-101.3574874,1887
"Norton, Kansas, US",United States,Kansas,Norton,US,USA,20137,39.78443827,-99.90286639,5361
"Grant, Louisiana, US",United States,Louisiana,Grant,US,USA,22043,31.59882456,-92.56124347,22389
"Cuming, Nebraska, US",United States,Nebraska,Cuming,US,USA,31039,41.91637624,-96.78730772,8846
"Pueblo, Colorado, US",United States,Colorado,Pueblo,US,USA,8101,38.17359144,-104.5127437,168424
"Clark, Kansas, US",United States,Kansas,Clark,US,USA,20025,37.23577007,-99.81883015,1994
"Emery, Utah, US",United States,Utah,Emery,US,USA,49015,38.99617072,-110.7013958,10012
"Garfield, Colorado, US",United States,Colorado,Garfield,US,USA,8045,39.59921777,-107.902708,60061
"Bullitt, Kentucky, US",United States,Kentucky,Bullitt,US,USA,21029,37.97162523,-85.68955617,81676
"Jefferson Davis, Mississippi, US",United States,Mississippi,Jefferson Davis,US,USA,28065,31.56884708,-89.8267099,11128
"Bernalillo, New Mexico, US",United States,New Mexico,Bernalillo,US,USA,35001,35.05163625,-106.6703554,679121
"Ohio, West Virginia, US",United States,West Virginia,Ohio,US,USA,54069,40.0955451,-80.62203992,41411
"Jones, Iowa, US",United States,Iowa,Jones,US,USA,19105,42.12118609,-91.13139641,20681
"Lewis, Missouri, US",United States,Missouri,Lewis,US,USA,29111,40.09673161,-91.72070156,9776
"Boyle, Kentucky, US",United States,Kentucky,Boyle,US,USA,21021,37.62680923,-84.8633779,30060
"Phillips, Montana, US",United States,Montana,Phillips,US,USA,30071,48.25936577,-107.9128511,3954
"Caldwell, Texas, US",United States,Texas,Caldwell,US,USA,48055,29.83668859,-97.61814775,43664
"Osage, Kansas, US",United States,Kansas,Osage,US,USA,20139,38.65235984,-95.72707998,15949
"Sullivan, Indiana, US",United States,Indiana,Sullivan,US,USA,18153,39.08952258,-87.41414469,20669
"Hardin, Kentucky, US",United States,Kentucky,Hardin,US,USA,21093,37.6976111,-85.96319251,110958
"Brown, South Dakota, US",United States,South Dakota,Brown,US,USA,46013,45.58994323,-98.35165355,38839
"Toombs, Georgia, US",United States,Georgia,Toombs,US,USA,13279,32.12059861,-82.32957247,26830
"Goochland, Virginia, US",United States,Virginia,Goochland,US,USA,51075,37.71714806,-77.90381514,23753
"Benton, Tennessee, US",United States,Tennessee,Benton,US,USA,47005,36.07110411,-88.06849355,16160
"Lassen, California, US",United States,California,Lassen,US,USA,6035,40.67311306,-120.5935099,30573
"Siskiyou, California, US",United States,California,Siskiyou,US,USA,6093,41.59198861,-122.5407434,43539
"Kimball, Nebraska, US",United States,Nebraska,Kimball,US,USA,31105,41.19774275,-103.7148131,3632
"Beaver, Oklahoma, US",United States,Oklahoma,Beaver,US,USA,40007,36.7496847,-100.4758872,5311
"Humboldt, Nevada, US",United States,Nevada,Humboldt,US,USA,32013,41.40692186,-118.1109427,16831
"Sedgwick, Kansas, US",United States,Kansas,Sedgwick,US,USA,20173,37.6842718,-97.4608198,516042
"Lee, Alabama, US",United States,Alabama,Lee,US,USA,1081,32.60154883,-85.35132246,164542
"Orange, Vermont, US",United States,Vermont,Orange,US,USA,50017,44.00470222,-72.37640104,28892
"Dona Ana, New Mexico, US",United States,New Mexico,Dona Ana,US,USA,35013,32.35275771,-106.8329387,218195
"Lafayette, Mississippi, US",United States,Mississippi,Lafayette,US,USA,28071,34.35687874,-89.48490961,54019
"Adams, Idaho, US",United States,Idaho,Adams,US,USA,16003,44.89333571,-116.4545247,4294
"Perquimans, North Carolina, US",United States,North Carolina,Perquimans,US,USA,37143,36.17847453,-76.40603143,13463
"Ashtabula, Ohio, US",United States,Ohio,Ashtabula,US,USA,39007,41.70860332,-80.74830218,97241
"Stillwater, Montana, US",United States,Montana,Stillwater,US,USA,30095,45.67071407,-109.3950061,9642
"Olmsted, Minnesota, US",United States,Minnesota,Olmsted,US,USA,27109,44.00374114,-92.40209944,158293
"Sandusky, Ohio, US",United States,Ohio,Sandusky,US,USA,39143,41.35624126,-83.137872,58518
"Chautauqua, Kansas, US",United States,Kansas,Chautauqua,US,USA,20019,37.14994405,-96.2454192,3250
"Aroostook, Maine, US",United States,Maine,Aroostook,US,USA,23003,46.65926321,-68.59841248,67055
"Issaquena, Mississippi, US",United States,Mississippi,Issaquena,US,USA,28055,32.72531359,-90.97392828,1327
"Nicholas, Kentucky, US",United States,Kentucky,Nicholas,US,USA,21181,38.33342292,-84.01889177,7269
"Coos, New Hampshire, US",United States,New Hampshire,Coos,US,USA,33007,44.69063265,-71.30633239,31563
"Willacy, Texas, US",United States,Texas,Willacy,US,USA,48489,26.47411727,-97.61535848,21358
"Webster, Iowa, US",United States,Iowa,Webster,US,USA,19187,42.42853483,-94.17987389,35904
"Raleigh, West Virginia, US",United States,West Virginia,Raleigh,US,USA,54081,37.76936795,-81.2456041,73361
"Lamoille, Vermont, US",United States,Vermont,Lamoille,US,USA,50015,44.60353043,-72.64356694,25362
"Santa Cruz, Arizona, US",United States,Arizona,Santa Cruz,US,USA,4023,31.52508998,-110.8479088,46498
"Iowa, Iowa, US",United States,Iowa,Iowa,US,USA,19095,41.68630265,-92.0643373,16184
"Rutherford, North Carolina, US",United States,North Carolina,Rutherford,US,USA,37161,35.40114178,-81.92112099,67029
"Rosebud, Montana, US",United States,Montana,Rosebud,US,USA,30087,46.23397237,-106.729288,8937
"Wabasha, Minnesota, US",United States,Minnesota,Wabasha,US,USA,27157,44.28424356,-92.23121312,21627
"Gallatin, Illinois, US",United States,Illinois,Gallatin,US,USA,17059,37.76430935,-88.22953869,4828
"Morgan, Colorado, US",United States,Colorado,Morgan,US,USA,8087,40.2627981,-103.8093302,29068
"Ocean, New Jersey, US",United States,New Jersey,Ocean,US,USA,34029,39.8895449,-74.28089251,607186
"Union, Illinois, US",United States,Illinois,Union,US,USA,17181,37.47119609,-89.25548938,16653
"Hancock, Maine, US",United States,Maine,Hancock,US,USA,23009,44.59816444,-68.38401854,54987
"Butler, Kentucky, US",United States,Kentucky,Butler,US,USA,21031,37.20946153,-86.68748787,12879
"Missoula, Montana, US",United States,Montana,Missoula,US,USA,30063,47.03728583,-113.9213508,119600
"Claiborne, Mississippi, US",United States,Mississippi,Claiborne,US,USA,28021,31.97061673,-90.90702196,8988
"McLennan, Texas, US",United States,Texas,McLennan,US,USA,48309,31.55255453,-97.20217694,256623
"Monroe, New York, US",United States,New York,Monroe,US,USA,36055,43.14638895,-77.69322942,741770
